State	County	Upcoming elections	Recommended Candidate	Candidate (I)	Candidate (I): Image link	Candidate (I): Website	Candidate (C)	Candidate (C): Image link	Candidate (C): Website	Candidate (C2)	Candidate (C2): Image link	Candidate (C2): Website	Candidate (C3)	Candidate (C3): Image link	Candidate (C3): Website	Candidate (C4)	Candidate (C4): Image link	Candidate (C4): Website	Candidate (C5)	Candidate (C5): Image link	Candidate (C5): Website	Candidate (C6)	Candidate (C6): Image link	Candidate (C6): Website	Candidate (C7)	Candidate (C7): Image link	Candidate (C7): Website	Candidate (C8)	Candidate (C8): Image link	Candidate (C8): Website	Candidate (C9)	Candidate (C9): Image link	Candidate (C9): Website	Candidate (C10)	Candidate (C10): Image link	Candidate (C10): Website
Florida	Orange, Osceola	State Attorney					Deborah Lynne Barra	https://www.deborahbarra2020.com/wp-content/uploads/2019/05/deb-barra-tall.jpg	https://www.deborahbarra2020.com/	Belvin Perry Jr.	https://www.forthepeople.com/sites/default/files/wp-content/uploads/2017/03/Perry-Belvin.jpg		Jose Torroella	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/97104123_104429061277992_5645254191514386432_o.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=IXlYduFlvXQAX9oimsL&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=0b7439947d8bfe90b856bbcd43fc975f&oe=5EFD8675	https://www.facebook.com/josetorroellaforstateattorney/	Ryan Williams	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/65314628_626699411149192_3761550023037288448_o.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=hNMIYkNhpjIAX95E-SN&_nc_ht=scontent-sjc3-1.xx&oh=cdcd923640781cb579e562ab46bb0c8c&oe=5EFD3B53	https://www.ryanforjustice.com/	Monique Worrell	https://static.wixstatic.com/media/69fd64_3984ccaad8764c71ad812ad4842c4c34~mv2.jpg/v1/fill/w_2520,h_1680,al_c,q_90,usm_0.66_1.00_0.01/MW186612-Edit3.webp	https://www.moniqueforstateattorney.com/															
Florida	Hardee, Highlands, Polk	State Attorney		Brian Haas	https://stateattorneybrianhaas.com/wp-content/uploads/2019/04/haas-building-1500x960.png	https://stateattorneybrianhaas.com/																														
Florida	Miami-Dade	State Attorney	Melba Pearson	Katherine Fernandez Rundle	http://miamisao.com/wp-content/uploads/2016/06/katherine-fernandez-rundle.jpg	http://www.miamisao.com/katherine-fernandez-rundle/	Melba Pearson	https://melbaformiami.com/wp-content/uploads/2020/01/melbaheader-1.jpg	https://melbaformiami.com/																											
Florida	DeSoto, Manatee, Sarasota	State Attorney		Ed Brodsky	https://img1.wsimg.com/isteam/ip/dc7251b3-b8bb-42ce-8d82-cb370ff2cc46/EBusfbackdrop.jpg/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=h:2000,cg:true	https://brodskyforstateattorney.com/	Lisa Chittaro	https://lisachittaro.com/wp-content/uploads/2020/01/Lisa-Chittaro-Republican-Candidate-for-state-attorney.png	https://lisachittaro.com/	Betsy Young	https://www.sarasotadems.org/wp-content/uploads/2019/11/betsy-young-e1574195058331.jpg	https://betsyyoung.vote/																								
Florida	Hillsborough	State Attorney		Andrew Warren	https://www.andrewwarrenfl.com/wp-content/uploads/2019/01/hero-image.png	https://www.andrewwarrenfl.com/	Mike Perotti	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/83852115_108280554072778_363707666100387840_n.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=R1UKZ9M0rdIAX94w6AP&_nc_ht=scontent-sjc3-1.xx&oh=187acbc8d6be84006be745e1b5fe9e98&oe=5EFFEF84	https://www.facebook.com/MikePerottiFL/																											
Florida	Bay, Calhoun, Gulf, Holmes, Jackson Washington	State Attorney					Larry Basford	https://larrybasford.com/graphics/img-headshot2.jpg	https://larrybasford.com/	Wes Hatcher	https://static.wixstatic.com/media/0f89ac_62a3458f1c8945e695815f2c2e1dc5e0~mv2.jpg/v1/crop/x_273,y_0,w_402,h_723/fill/w_482,h_865,al_c,lg_1,q_85/0f89ac_62a3458f1c8945e695815f2c2e1dc5e0~mv2.webp	https://www.thehatcherlawfirm.com/about#:~:text=Wes%20worked%20as%20an%20associate,Attorney's%20Office%2C%20prosecuting%20felony%20cases.																								
Florida	Palm Beach	State Attorney		Dave Aronberg	https://davearonberg.com/wp-content/uploads/2019/06/DaveCookie2.jpg	https://davearonberg.com/																														
Florida	Monroe	State Attorney		Dennis Ward	https://www.keyssao.org/ImageRepository/Document?documentID=80	https://www.keyssao.org/Directory.aspx?EID=6	Donald C. Barrett	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-0/p640x640/83693815_104026974483919_8209872265962061824_o.jpg?_nc_cat=111&_nc_sid=85a577&_nc_ohc=ofPsXzB62RoAX9_6Y_z&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=66ba2f8f83414a9fd063afc6f0689423&oe=5EFE0398	https://barrett4stateattorney.com/	Mark Kohl	https://secureservercdn.net/192.169.221.188/ghq.95a.myftpupload.com/wp-content/uploads/2020/06/151726096-151729334_47586-768x774.jpg	http://votekohl.com/																								
Florida	Broward	State Attorney					Sheila D. Alu	https://media-exp1.licdn.com/dms/image/C4D03AQEb2Ku5MBHPdA/profile-displayphoto-shrink_800_800/0?e=1596672000&v=beta&t=W3AYoyqIyeDhJi-0I7pseyjh1kypNZN9n7W4DRhucvA		David Cannady	https://media-exp1.licdn.com/dms/image/C4D03AQGfXbhFLQb0hA/profile-displayphoto-shrink_800_800/0?e=1596672000&v=beta&t=tSBj2OlzIM_tbP5_TVlIuXW38hHiwjoFafyt-IIBmAI	https://www.davidcannady.com/	Teresa Fanning-Williams	https://images.squarespace-cdn.com/content/v1/5ddd554ee552da59292fe01d/1574792229397-2J04CT67NO4Y1Z1M6I4G/ke17ZwdGBToddI8pDm48kE6My2sCT0XoRp2ihMzrjg9Zw-zPPgdn4jUwVcJE1ZvWEtT5uBSRWt4vQZAgTJucoTqqXjS3CfNDSuuf31e0tVGFuBDqNTwFumRICMc451UsU32Nwuj8Sn-i9jMBuKtI9p7Fsbm1uVy0dvCAK8Rsd5I/542984-1515275772-s.jpg?format=500w	https://www.electteresawilliams.com/home#:~:text=Teresa%20Williams%20for%20Broward%20County%20State%20Attorney&text=Teresa%20Williams%20is%20the%20Managing,clients%2C%20regardless%20of%20popular%20opinion.	Joe Kimok	https://www.joekimok.com/wp-content/uploads/2019/08/Jordanne12.jpg	https://www.joekimok.com/	James "Jimmy" Stewart Lewis	https://static.wixstatic.com/media/0f3d58_8f99510caf314681b54676dbf756c92f~mv2.jpg/v1/fill/w_1608,h_2118,al_c,q_90,usm_0.66_1.00_0.01/0f3d58_8f99510caf314681b54676dbf756c92f~mv2.webp	https://www.jimlewis4stateattorney.com/	Justin McCormack	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-0/p640x640/93140464_104714934544064_3381163933774643200_o.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=bhlEtM5K1HQAX9IHLnZ&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=0c97f7ffbc61d7381818f36f5d338e59&oe=5EFFF302	https://www.mccormackforstateattorney.com/	Sarahnell Murphy	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/66730195_320919315458978_2136512312956157952_n.jpg?_nc_cat=104&_nc_sid=85a577&_nc_ohc=Wop5U0pTPtoAX-_Zqiw&_nc_ht=scontent-sjc3-1.xx&oh=3871d5d4351a7e2aeb0cf9a79b8ff73b&oe=5F0125AD	https://www.sarahnellmurphy.com/about	Harold Fernandez Pryor	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/67954238_102104401145234_8522581408785367040_o.jpg?_nc_cat=109&_nc_sid=85a577&_nc_ohc=xdFWFwbOd3IAX9UySO2&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=e7903e85e567991ee35646a50f9bc048&oe=5F00B229	https://www.haroldpryor.com/	Gregg Rossman	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/83688213_116592456555356_1876006994377179136_n.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=eCS37mLR3oIAX9sIr92&_nc_ht=scontent-sjc3-1.xx&oh=57fd521a60dcc5ae4fef1f955f72e408&oe=5EFDDF0D	https://www.voteforgregg2020.com/	Joshua David Rydell	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/69818636_102454234473135_8537124339848314880_o.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=tvmMUdgu0pUAX_Ly4Nd&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=f31a6648dd81e2c75c53a67aad345358&oe=5EFDFCD3	https://joshuarydell.com/
Florida	Indian River, Martin, Okeechobee and St. Lucie	State Attorney		Phil Archer	http://sa18.org/images/phil-archer.jpg	http://sa18.org/page/biography.html#:~:text=Phil%20Archer&text=Phil%20was%20elected%20State%20Attorney,term%20of%20office%20in%202017.																														
Florida	Brevard, Seminole	State Attorney					Tom Bakkedahl	https://static.wixstatic.com/media/94236b_d4e19bc9384640728ba26c128676aee2~mv2.png/v1/fill/w_2220,h_1454,al_c,q_95,usm_0.66_1.00_0.01/tttt-01.webp	https://www.tombakkedahl.com/																											
Georgia	Atkinson, Berrien, Clinch, Cook, Lanier	District Attorney		Dick Perryman	https://scontent-sjc3-1.xx.fbcdn.net/v/t31.0-8/s960x960/341142_204988842927366_2075962381_o.jpg?_nc_cat=106&_nc_sid=7aed08&_nc_ohc=2dkVLhdeva0AX8GWy5B&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=104b308f4f0edf3b3e55a480e394ee35&oe=5EFFF19D	https://www.facebook.com/Dick-Perryman-for-Alapaha-Judicial-Circuit-District-Attorney-204984272927823/																														
Georgia	Walton, Newton	District Attorney					Destiny Bryant	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/70902711_104294907644220_731644977339170816_o.jpg?_nc_cat=111&_nc_sid=85a577&_nc_ohc=NXoad6KQgbUAX9j9Nc9&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=13dfe593d78acc47f25e9f146e0766d0&oe=5EFEE544	https://destinyforda.com/	Randy McGinley	https://img1.wsimg.com/isteam/ip/71f08721-b662-46e1-a8eb-66b82f5e0304/Randy.jpg/:/cr=t:2.23%25,l:0%25,w:100%25,h:37.5%25/rs=w:2480,h:1240,cg:true	https://randyforalcovyda.com/																								
Georgia	Fannin, Gilmer, Pickens	District Attorney		B. Alison Sosebee	https://scontent-sjc3-1.xx.fbcdn.net/v/t31.0-8/s960x960/473116_296803003729466_1664047980_o.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=RcePxJ5ZHE8AX_LDyWh&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=0bfea9df6e6c8c129e1b6e9eae6ea2f3&oe=5EFE22B7	http://www.ajcda.org/the-district-attorney#:~:text=Sosebee%20has%20served%20as%20Prosecutor,for%20the%20Appalachian%20Judicial%20Circuit.																														
Georgia	Fulton County	District Attorney		Paul Howard	https://www.atlantafultoncountyda.org/wp-content/uploads/2019/05/6K5A6559ps-768x1152.jpg	https://www.atlantafultoncountyda.org/paul-l-howard-jr/	Christian Wise Smith	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/89111296_121355229448743_8525757189208408064_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=qIDEC2xqhwYAX9iLfDO&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=0b299ee5531d6829c0457c3b0cf2f1d1&oe=5F005315	https://www.wisesmith2020.com/	Fani Willis	http://www.faniwillis.com/wp-content/uploads/2020/03/FaniWillis-Header-Image2.jpg	http://www.faniwillis.com/																								
Georgia	Burke, Columbia, Richmond	District Attorney		Natalie Paine	https://www.columbiacountyga.gov/Home/ShowPublishedImage/15029/636561846140170000	https://www.facebook.com/DANataliePaine/	Jason Roy Hasty	http://jrhasty.com/var/m_0/06/061/45140/859671-AR-301049864-c20ad.jpg	http://jrhasty.com/	Jared Williams	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/79819228_172591264129461_7612545505972715520_o.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=fpC4uPOFtIcAX-kG7Pg&_nc_ht=scontent-sjc3-1.xx&oh=b0e960e1b1d717978fd1f7f3cbefcf67&oe=5EFFF15F	https://www.jaredwilliamsfordistrictattorney.com/																								
Georgia	Forsyth	District Attorney		Penny Penn	https://www.forsythco.com/portals/0/Documents/DAOffice/Images/Penn-Penny.jpg																															
Georgia	Cherokee	District Attorney		Shannon Wallace	https://www.cherokeega.com/District-Attorneys-Office/_resources/documents/headshots/DSC_0023%20(2).JPG	https://www.cherokeega.com/District-Attorneys-Office/																														
Georgia	Appling, Camden, Glynn, Jeff Davis, Wayne	District Attorney		Jackie Johnson	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/54417725_631955140578362_2434093000414986240_n.jpg?_nc_cat=102&_nc_sid=85a577&_nc_ohc=7a0hVydvOlIAX8Rybul&_nc_ht=scontent-sjc3-1.xx&oh=8ed379005f78ae21f95ea98d403c6701&oe=5F00F56F	https://www.facebook.com/BrunswickJudicialCircuitDistrictAttorney/	Keith Higgins	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/83280006_112781263599735_5986542617955926016_n.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=dp7uoZBFgiMAX8X7eeD&_nc_ht=scontent-sjc3-1.xx&oh=7aba16d45afc74124e5a877b0914da05&oe=5EFD759D	https://www.votekeithhiggins.com/																											
Georgia	Chattahoochee, Harris, Marion, Muscogee, Talbot, Taylor	District Attorney		Julia Fessenden Slater	https://i0.wp.com/slaterforda.com/wp-content/uploads/2020/03/bcp_3977xd.jpg?w=1080&ssl=1	https://slaterforda.com/	Mark Jones	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/90115475_115945220019721_762814078992252928_o.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=uCNq4D78kbkAX_h3PGn&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=05eac380b3b23dc0c2cc8a80731c17b6&oe=5EFF87F8	https://www.facebook.com/MarkJonesForDistrictAttorney/																											
Georgia	Bartow, Gordon	District Attorney		Rosemary Greene	https://www.bartowga.org/rosemary.jpg	https://www.bartowga.org/departments/courts/district_attorney.php																														
Georgia	Clayton	District Attorney		Tasha Mosley	https://www.claytoncountyga.gov/Home/ShowPublishedImage/5387/637064056176870000	https://www.facebook.com/TashaForDA/																														
Georgia	Cobb	District Attorney		Joyette Holmes	https://s3.us-west-2.amazonaws.com/cobbcounty.org.if-us-west-2/prod/s3fs-public/styles/inline_image_400px/public/2020-05/DA-Joyette-Holmes.jpg?itok=FhAcyB2R	https://www.joyetteholmes.com/	Flynn Broady	https://media-exp1.licdn.com/dms/image/C4D03AQHvQ4-UFh1r9w/profile-displayphoto-shrink_800_800/0?e=1596672000&v=beta&t=vi3WXYuyOoZZQz9k1tx5XrJwi_7Nv2bcMzqPxHPWHjc	https://flynnbroady.com/																											
Georgia	Murray, Whitfield	District Attorney		Bert Poston	http://www.conasauga-da.org/images/DAPOSTON.jpg	http://www.conasauga-da.org/abouttheda.htm																														
Georgia	Carroll, Coweta, Heard, Meriwether, Troup	District Attorney		John Herbert "Herb" Cranford	http://www.dacowetacircuit.org/images/about-Herb.jpg	http://www.dacowetacircuit.org/about.html																														
Georgia	Dougherty	District Attorney		Gregory Edwards	http://dougherty.ga.us/images/DA.jpg	http://www.dougherty.ga.us/content/2889/2999/3434/default.aspx#:~:text=Greg%20Edwards%20is%20the%20District,has%20practiced%20law%20since%201983.																														
Georgia	Douglas	District Attorney		Dalia Racine	https://img1.wsimg.com/isteam/ip/e6cdc1a4-0818-4908-bbc5-47fb66618769/_MLP2211.jpg/:/cr=t:24.4%25,l:29.03%25,w:40.06%25,h:60.24%25/rs=w:730,h:730,cg:true,m	https://daliaforda.com/																														
Georgia	Johnson, Laurens, Treutlen, Twiggs	District Attorney		Craig Fraser	http://districtattorneycraigfraser.com/wp-content/uploads/2015/05/craig-profiles.jpg	http://districtattorneycraigfraser.com/meet-the-d-a-2/#:~:text=About,a%20native%20of%20Laurens%20County.	Trey Taylor	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/97993398_669203413920136_1276330161427447808_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_ohc=sTZICuvcVqYAX8DDsEq&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=350d4dc53891488bc4a94a2d9fd02ce7&oe=5F00222D	https://www.trey4da.com/	Adriane Latrell Love	http://images.thevoterguide.org/candidate-images/c2-lwv/160x160/2/1/8/21877105.jpg	https://www.adrianeloveforda.com/																								
Georgia	Chatham	District Attorney		Meg Daly Heap	https://districtattorney.chathamcountyga.gov/images/MegHeap.jpg	https://districtattorney.chathamcountyga.gov/OfficeInformation/ExecutiveLeadership	Shalena Cook Jones	https://secureservercdn.net/198.71.233.51/9nj.ab2.myftpupload.com/wp-content/uploads/2020/01/shotbysomi-5597-1536x1024.jpg	http://scj4da.com/	Zena McClain	https://www.savannahtribune.com/wp-content/uploads/images/2020-02-12/7p1.jpg	https://www.zenamcclain.com/																								
Georgia	Henry	District Attorney		Darius Pattillo	https://images.squarespace-cdn.com/content/v1/55cbe5f2e4b027bb9c80b33d/1440375673126-NH6B94K7ADSLBO6A4OI6/ke17ZwdGBToddI8pDm48kLq6FocoFXLkmdQp_ZewqlRZw-zPPgdn4jUwVcJE1ZvWhcwhEtWJXoshNdA9f1qD7TihGlwkm68e6AHF0OmxFoLxc2qwyd-DuE8MqkULE6XFWe5aX6wP8oyWO1ULUXcPNg/image-asset.png?format=500w	http://dariuspattillo.com/about																														
Georgia	Gwinnett	District Attorney		Danny Porter	https://bloximages.newyork1.vip.townnews.com/gwinnettdailypost.com/content/tncms/assets/v3/editorial/5/ba/5ba14122-297b-11ea-b0b8-9b416c513b74/5c7eb9242522f.image.jpg?resize=683%2C1024		Patsy Austin-Gatson	https://img1.wsimg.com/isteam/ip/a57d2c18-c9a5-487c-996f-36363e74dcc5/Screen%20Shot%202020-01-12%20at%207.22.58%20PM.png/:/	https://patsy4da.com/	Wes Person	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/67180345_1039274876463180_1719659962780614656_o.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=OOAz-mu2bQYAX8fvbFv&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=a562b33e7853bae13699bcbaadbcfc8f&oe=5EFFABCC	https://www.facebook.com/person4da/?fref=nf																								
Georgia	Houston	District Attorney		George Hartwig	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/60797_129532657096457_347792_n.jpg?_nc_cat=108&_nc_sid=85a577&_nc_ohc=jA4kP4qaz68AX942jBa&_nc_ht=scontent-sjc3-1.xx&oh=5e9db668bc181dcc1463b2faabf42d09&oe=5EFE955E	https://www.facebook.com/pages/category/Politician/Hartwig-for-DA-104324619617261/	Arthur Creque	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/90460807_110966217207703_5505067622909083648_n.jpg?_nc_cat=108&_nc_sid=85a577&_nc_ohc=KaW5uoeXiZ0AX9HybxK&_nc_ht=scontent-sjc3-1.xx&oh=cde4cd41795eeb8bf7af4d203a09eba9&oe=5EFF3645	https://arthurjcrequeforda.com/	 Erikka B. Williams	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/87847453_109600323975477_2922521526039216128_o.jpg?_nc_cat=110&_nc_sid=85a577&_nc_ohc=YDUsS5Ku9kEAX_kbGYw&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=56763ef18eae09ceb93a153630b1dc82&oe=5F012A5C	https://www.erikkaforda.com/																								
Georgia	Walker, Catoosa, Chattooga, Dade	District Attorney		open seat			Chris Arnt																													
Georgia	Bibb, Crawford, Peach	District Attorney		David Cooke	https://macondistrictattorney.org/wp-content/uploads/2019/05/About-DA.jpg	https://davidcookeforda.com/	Anita Reynolds Howard	https://imageprocessor.digital.vistaprint.com/crop/1,0,559x420/maxWidth/1000/http://uploads.documents.cimpress.io/v1/uploads/efa08357-9459-432a-9984-bf0f9c3eb390~110/original?tenant=vbu-digital	https://anitareynoldshoward.com/																											
Georgia	Candler, Emanuel, Jefferson, Toombs, Washington	District Attorney		open seat			Tripp Fitzner	https://content.web-repository.com/s/69019921908876932/uploads/Images/IMG_5015-6599703.JPG	https://trippfitzner4da.net/	Tony May	https://lirp-cdn.multiscreensite.com/799bee6c/dms3rep/multi/opt/Edited4+%282%29-390w.jpg	https://www.mayforda.com/																								
Georgia	Habersham, Rabun, Stephens	District Attorney		George Christian	https://www.stephenscountyga.com/userfiles/Image/george-christian.jpg	http://www.georgechristianfordistrictattorney.com/																														
Georgia	Elbert, Franklin, Hart, Madison, Oglethorpe	District Attorney		D. Parks White	https://static.wixstatic.com/media/7cbd04_011ad588f9a84555ac60542ad590394f.jpg/v1/fill/w_562,h_658,al_c,q_85,usm_0.66_1.00_0.01/7cbd04_011ad588f9a84555ac60542ad590394f.webp	https://www.districtattorneynjc.org/blank-ozbao																														
Georgia	Baldwin, Greene, Hancock, Jasper, Jones, Morgan, Putnam, Wilkinson	District Attorney		open seat			T. Wright Barksdale	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/81813541_108198380716445_1710162093577076736_n.jpg?_nc_cat=100&_nc_sid=85a577&_nc_ohc=cR8I8LjZ-JIAX_eB5es&_nc_ht=scontent-sjc3-1.xx&oh=f9fd646516383395b3a77f5da7a885c2&oe=5F056C52	https://barksdale4da.com/	Carl Cansino	https://content.web-repository.com/s/66660978615219572/uploads/Images/conference_room_shot-0225522.JPG	https://cansinoforda.com/about																								
Georgia	Bleckley, Dodge, Montgomery, Pulaski, Telfair, Wheeler	District Attorney		Timothy Vaughn	https://pacga.org/wp-content/uploads/2019/01/vaughn_tim_2017.jpg																															
Georgia	Bulloch, Effingham, Jenkins, Screven	District Attorney		open seat			Daphne Jarriel Totten	https://i0.wp.com/griceconnect.com/wp-content/uploads/2020/02/daphnie_totten_img_0251-fb.png?fit=940%2C768&ssl=1	https://www.facebook.com/DaphneforDA/																											
Georgia	Banks, Barrow, Jackson	District Attorney		Brad Smith	https://gainesvilletimes.cdn-anvilcms.net/media/images/2017/08/27/images/0102attorney.max-752x423.jpg																															
Georgia	Floyd	District Attorney		Leigh Patterson	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/11218964_267862676886922_8249708900395793879_n.jpg?_nc_cat=107&_nc_sid=7aed08&_nc_ohc=Bm6nV1J6Y58AX8XxyyF&_nc_ht=scontent-sjc3-1.xx&oh=908a2c84068dc856ddfd21e2c8a8a7c3&oe=5F07BB89																															
Georgia	Baker, Calhoun, Decatur, Grady, Mitchell	District Attorney		Joe Mulholland	https://images.squarespace-cdn.com/content/v1/59c15388f6576e9a0ca6d18e/1507761837702-DONVGNK2133PFK7SG3SN/ke17ZwdGBToddI8pDm48kJ2tTT_bpk8fAO7TDSCsgwB7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmHy9fWX2TbgcwCD5LYAWJ6Selq9u15kDQlgzRBE70SUmCyefK0F-WugS8Bf5T_2eu/family2.jpg?format=750w	https://www.southgeorgiada.com/																														
Georgia	Brooks, Colquitt, Echols, Lowndes, Thomas	District Attorney		Brad Shealy	https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/408283/thumb_408283.jpg																															
Georgia	Lee, Macon, Schley, Stewart, Sumter, Webster	District Attorney		Lewis Lamb	https://static-37.sinclairstoryline.com/resources/media/f0c0f874-4079-47a9-8316-7a96d8b95a8f-large16x9_LewisLamb.jpg?1527024159257																															
Georgia	DeKalb	District Attorney		Sherry Boston	https://gov.georgia.gov/sites/gov.georgia.gov/files/styles/square/public/profile/DA%20Sherry%20Boston%20Headshot.jpg?h=8e911f31&itok=6WxlEBiQ	https://sherryboston.com/meet/																														
Georgia	Haralson, Polk	District Attorney		Jack Browning	https://lirp-cdn.multiscreensite.com/2e279a97/dms3rep/multi/opt/Jack+Browning+DA-400w.jpg	https://www.facebook.com/Haralson.Polk.DA.Office																														
Georgia	Irwin, Tift, Turner, Worth	District Attorney					Kevin Hutto	https://www.hutto4da.com/	https://bloximages.chicago2.vip.townnews.com/tiftongazette.com/content/tncms/assets/v3/editorial/c/eb/ceb3d800-17b5-11ea-ae5c-9fb617033841/5de990b542c38.image.jpg?resize=500%2C625	Bryce Johnson	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/73054744_2883334568396853_5817442119060553728_n.jpg?_nc_cat=111&_nc_sid=85a577&_nc_ohc=UqU5oSv-dNMAX-Tc36O&_nc_ht=scontent-sjc3-1.xx&oh=160e33ca23bedcf6d1e1e7207e8f32ac&oe=5F094ED6	https://votebryceda.com/																								
Georgia	Glascock, Lincoln, McDuffie, Taliaferro, Warren, Wilkes	District Attorney		Bill Doupe	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/23621408_178256059420935_2429284180973654638_n.jpg?_nc_cat=105&_nc_sid=85a577&_nc_ohc=qdJke4_x6TQAX9ePB4k&_nc_ht=scontent-sjc3-1.xx&oh=80d5b2012966483baf11c546bb01899d&oe=5F0A9C9A	https://www.facebook.com/billdoupedistrictattorney/																														
Georgia	Butts, Lamar, Monroe	District Attorney		Jonathan Adams	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/10264758_478945945644010_3112405134543472298_n.jpg?_nc_cat=110&_nc_sid=7aed08&_nc_ohc=T5aLBxaFK5sAX-EhiMB&_nc_ht=scontent-sjc3-1.xx&oh=50011fde55c009b061f2622b414fb058&oe=5F09C212	http://towaligada.com/our-team/																														
Illinois	Champaign	State's Attorney		Julia Rietz	http://www.co.champaign.il.us/statesattorney/images/juliarietz.jpg	http://www.co.champaign.il.us/statesattorney/statesattorney.php																														
Illinois	Cook	State's Attorney		Kim Foxx	https://www.cookcountystatesattorney.org/sites/default/files/styles/person_photo/public/images/person/States_Atty_Kim_Foxx_01_086a_Print_3.jpg?itok=XUXeEpQ5	https://www.cookcountystatesattorney.org/about/kimberly-foxx	Patrick O'Brien	https://www.obrienforcook.com/wp-content/uploads/2019/08/pat-obrien-the-untouchables-bridge.jpg	https://www.obrienforcook.com/																											
Illinois	DeKalb	State's Attorney		Rick Amato	https://dekalbcounty.org/wp-content/uploads/2018/10/sa-rick-amato-480x600.jpg	http://amatoforstatesattorney.com/	Anna Wilhelmi	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/92925828_208574643927095_6432272498573705216_n.jpg?_nc_cat=106&_nc_sid=7aed08&_nc_ohc=HGz6w6vI9X4AX81hGSf&_nc_ht=scontent-sjc3-1.xx&oh=5a2167213ca33fc7e3d336fe36ad0a32&oe=5F04499D	https://www.facebook.com/annamwilhelmifordekalbcountystatesattorney/?ref=page_internal																											
